,X,Y
79,79.0,-571.8230926622937
80,80.0,1229.5214702247076
81,81.0,1232.990066138405
82,82.0,-1013.8875295783912
83,83.0,1464.4741214666813
84,84.0,1345.0223993230675
85,85.0,1001.1328705967408
86,86.0,688.4719898979146
87,87.0,614.5836348230732
88,88.0,14.174175209011537
89,89.0,-599.7511991939311
90,90.0,-1099.5520057381705
91,91.0,982.2639571070058
92,92.0,2496.3734269621655
93,93.0,249.59664983102527
94,94.0,2465.136081825536
95,95.0,642.917434031214
96,96.0,570.5765342753766
97,97.0,657.2575939875991
98,98.0,474.98588910288606
99,99.0,-1820.4515352227693
100,100.0,-1031.2512057609624
101,101.0,-456.16100682736294
102,102.0,-2286.515474050886
103,103.0,726.8172781388629
104,104.0,451.31133294189215
105,105.0,256.72356498834915
106,106.0,846.0278011487738
107,107.0,742.513928039391
108,108.0,1044.367975941068
109,109.0,-18.714177725037302
110,110.0,-555.9918071501507
111,111.0,842.239443565453
112,112.0,330.0849000565795
113,113.0,-425.4835649291731
114,114.0,401.73800732337304
115,115.0,-497.12304084666096
116,116.0,2366.7709384232353
117,117.0,1480.6906585165882
118,118.0,-1164.0812342078666
119,119.0,665.8986880100051
120,120.0,-733.2160245526137
121,121.0,2860.8139684821385
122,122.0,-576.1993449532836
123,123.0,-269.67198463982277
124,124.0,595.4871306853205
125,125.0,-588.1668984482911
126,126.0,1796.60477650526
127,127.0,834.9024140375346
128,128.0,1755.5977057600132
129,129.0,1627.3931198502055
130,130.0,-623.3203810831698
131,131.0,-312.78597679193797
132,132.0,2184.062586399057
133,133.0,1846.7756260818906
134,134.0,-316.0541306410146
135,135.0,750.634832624862
136,136.0,-592.9851602643861
137,137.0,1029.1841308066134
138,138.0,1675.0556550991475
139,139.0,1364.3764358626097
140,140.0,-473.6429208525259
141,141.0,307.34007698942844
142,142.0,1734.4263036636958
143,143.0,523.3790836511571
144,144.0,3042.9931679465653
145,145.0,631.6023178175302
146,146.0,364.97062831680546
147,147.0,1751.4836460599922
148,148.0,1187.9171918233064
149,149.0,653.2410693476295
150,150.0,3307.0539407136757
151,151.0,849.8904473592681
152,152.0,1488.0993683571894
153,153.0,1298.4872386310892
154,154.0,715.3689528819118
155,155.0,-105.84159987658632
156,156.0,2752.223988120705
157,157.0,333.1492299442468
158,158.0,2155.6866496587218
159,159.0,839.1822467600439
160,160.0,1066.5013367078898
161,161.0,538.901991592828
162,162.0,1841.862187691979
163,163.0,-513.9388961729542
164,164.0,3045.4622634339958
165,165.0,-338.5361123195851
166,166.0,1245.8484553527023
167,167.0,2071.660864660987
168,168.0,-886.1887171225262
169,169.0,1056.159413065889
170,170.0,1443.4494637880655
171,171.0,-535.7999616851803
172,172.0,1378.1908094454488
173,173.0,477.57826475277
174,174.0,1042.9988162864229
175,175.0,3166.1736497540905
176,176.0,1705.5978045207517
177,177.0,1172.954597242513
178,178.0,780.1836641593502
179,179.0,-155.80293675979988
180,180.0,694.9701086312149
181,181.0,1000.0398799967388
182,182.0,1645.1802204219782
183,183.0,135.45706896776528
184,184.0,2473.1078851902253
185,185.0,1012.6153215728922
186,186.0,545.1818002649769
187,187.0,664.9248789148282
188,188.0,1999.9951690182124
189,189.0,1705.5672525149103
190,190.0,3052.3935855067666
191,191.0,1796.1743788396454
192,192.0,2460.3269829481437
193,193.0,3374.2122322502037
194,194.0,847.2779807859797
195,195.0,1959.0729272546823
196,196.0,1141.818445548502
197,197.0,2340.5643432511697
198,198.0,730.0169551511333
199,199.0,2912.8667243192067
200,200.0,1947.8235385892026
201,201.0,443.069582519301
202,202.0,1948.8232693603782
203,203.0,926.435584348427
204,204.0,1471.9757729693167
205,205.0,2685.2468266441474
206,206.0,2771.2018114085527
207,207.0,-345.0911473330732
208,208.0,1685.3774202273244
209,209.0,1064.6145667236365
210,210.0,1937.7691328244136
211,211.0,1042.797116252253
212,212.0,1900.8922974176846
213,213.0,0.7373377637857175
214,214.0,1844.9065249765085
215,215.0,615.6196072544332
216,216.0,1874.0572818376502
217,217.0,1297.7826349966695
218,218.0,2705.082087196605
219,219.0,3134.2363107373076
220,220.0,815.462285074086
221,221.0,4949.327148479317
222,222.0,1882.23861927192
223,223.0,1824.7453529764516
224,224.0,1192.8529394313255
225,225.0,86.24441132030552
226,226.0,892.7278146587679
227,227.0,1414.3046040791444
228,228.0,2483.9594279919256
229,229.0,554.3373563570625
230,230.0,449.8428103843046
231,231.0,1309.7512504480155
232,232.0,962.6861608432985
233,233.0,581.6881052176941
234,234.0,1659.429934425485
235,235.0,975.1406301762861
236,236.0,2710.155452982598
237,237.0,2518.3532988002535
238,238.0,-671.1569946862653
239,239.0,1256.5293622668257
240,240.0,1447.3745973239438
241,241.0,2834.6805903649097
242,242.0,997.9460952716995
243,243.0,1356.560192110403
244,244.0,2785.65743851399
245,245.0,2804.8689740750688
246,246.0,2353.784505359777
247,247.0,374.3951893856902
248,248.0,3187.3077678776795
249,249.0,1491.7366823508667
250,250.0,1302.2526323840636
251,251.0,2145.449210661684
252,252.0,3147.221460737774
253,253.0,1940.0068878754469
254,254.0,1667.533329402761
255,255.0,2543.4330299051435
256,256.0,4017.969468755593
257,257.0,785.6975569412381
258,258.0,1843.8225785421791
259,259.0,4278.132033111461
260,260.0,2148.9984154253557
261,261.0,-132.73438731957958
262,262.0,3036.252031864895
263,263.0,1319.9117361934243
264,264.0,501.88196107451677
265,265.0,2414.4011681954535
266,266.0,1487.1643289076728
267,267.0,1390.010078402818
268,268.0,1262.3595731876756
269,269.0,2628.824401666483
270,270.0,1837.5919032745442
271,271.0,3336.6361283542565
272,272.0,2195.411150673735
273,273.0,1351.8678378311097
274,274.0,2881.5327430213356
275,275.0,2944.775986566869
276,276.0,-280.31037390771803
277,277.0,2618.5043314019563
278,278.0,1580.8191298772988
279,279.0,2353.1114112715213
280,280.0,2347.4006882027643
281,281.0,4595.101947365919
282,282.0,3911.886116729861
283,283.0,2646.9034182399546
284,284.0,1316.4914132522813
285,285.0,1099.4751754232043
286,286.0,1742.7031356554683
287,287.0,2433.3475019762873
288,288.0,1666.2218357627444
289,289.0,1083.637978002142
290,290.0,3505.7148568891025
291,291.0,860.4111353716867
292,292.0,2717.842498165761
293,293.0,767.0600305320063
294,294.0,2149.5704781550426
295,295.0,1104.1691584012228
296,296.0,2104.2084562665646
297,297.0,1035.1316644186543
298,298.0,118.88535105859478
299,299.0,2189.042727487042
300,300.0,1464.9077197247907
301,301.0,1967.465030227548
302,302.0,5200.190523961979
303,303.0,5367.703517597432
304,304.0,3643.571996348992
305,305.0,3059.7962309550167
306,306.0,3898.1232062556765
307,307.0,1724.1563715230434
308,308.0,2565.750488804228
309,309.0,995.873922932818
310,310.0,2657.3340599430344
311,311.0,2173.6248486075733
312,312.0,2477.5888483818753
313,313.0,3435.2307577271426
314,314.0,3778.9911886146683
315,315.0,1800.8922684242464
316,316.0,2244.1526291853274
317,317.0,3675.029102825587
318,318.0,2026.1108232027648
319,319.0,3144.097557221391
320,320.0,3035.0717808262652
321,321.0,2242.7497905735268
322,322.0,836.2219040597699
323,323.0,2405.8846452550065
324,324.0,3370.8614601200115
325,325.0,1716.05742972812
326,326.0,1050.9272887076138
327,327.0,2442.7946248806816
328,328.0,2551.6928143980163
329,329.0,2075.6232852867574
330,330.0,1688.754805184527
331,331.0,1636.2106675400523
332,332.0,1298.5528020985753
333,333.0,2632.9164196096817
334,334.0,885.2921444027004
335,335.0,536.3169468824299
336,336.0,2413.1985963613915
337,337.0,4393.786728828962
338,338.0,4989.333609866564
339,339.0,301.8359519216208
340,340.0,2821.2129189913057
341,341.0,2831.273180099141
342,342.0,3258.54453107731
343,343.0,3555.2261342634506
344,344.0,2088.0694362320087
345,345.0,2062.629959553019
346,346.0,2331.637139408398
347,347.0,2808.588382285272
348,348.0,378.03244775693724
349,349.0,1777.2153416923234
350,350.0,1185.164177819338
351,351.0,2333.9242256995035
352,352.0,2692.8716826144587
353,353.0,2002.00375055294
354,354.0,3235.675406904911
355,355.0,2135.3027004659334
356,356.0,3879.133097267343
357,357.0,1995.9086229897534
358,358.0,2727.2062923168105
359,359.0,1754.4191461920677
360,360.0,2396.2772487009506
361,361.0,3415.041649337356
362,362.0,2299.2034409863313
363,363.0,2264.669592312561
364,364.0,3232.6280904722744
365,365.0,3540.7159072154614
366,366.0,2050.516736079365
367,367.0,2998.743936868126
368,368.0,337.6853400147984
369,369.0,2738.7766894332885
370,370.0,1211.3420145057655
371,371.0,3418.2001132966916
372,372.0,564.3871430709526
373,373.0,2526.7153406040634
374,374.0,1295.5084606547864
375,375.0,2704.03695705594
376,376.0,1950.3361007925691
377,377.0,5274.417964775073
378,378.0,2660.9539793500417
379,379.0,1477.453845178969
380,380.0,3152.4536979033264
381,381.0,1494.632363078357
382,382.0,1046.3695042796978
383,383.0,2898.7825052948597
384,384.0,592.5790571958225
385,385.0,2750.036783704115
386,386.0,2410.7060004812583
387,387.0,3774.539159200306
388,388.0,2159.5920139433424
389,389.0,3348.6539007599526
390,390.0,2461.5515451655074
391,391.0,2537.0443566274585
392,392.0,2294.043161476915
393,393.0,2499.8706207176087
394,394.0,2735.97642496735
395,395.0,2839.618791979586
396,396.0,607.9280773959044
397,397.0,3447.0860781804777
398,398.0,2437.015438420505
399,399.0,1492.2885725894294
400,400.0,2485.6027097388046
401,401.0,1835.4272107204272
402,402.0,2720.397495865246
403,403.0,2533.0435315903524
404,404.0,1640.5337333598377
405,405.0,2942.738745770751
406,406.0,1855.9405016336116
407,407.0,3148.715238837747
408,408.0,431.7418480162878
409,409.0,2905.8555997620365
410,410.0,2171.5588790528045
411,411.0,2357.8153654558987
412,412.0,4251.694432133637
413,413.0,2412.6831476480643
414,414.0,3133.6308939540895
415,415.0,3815.1821968019676
416,416.0,4313.14309281047
417,417.0,1780.8188878193769
418,418.0,3932.4147518659724
419,419.0,1883.451400632226
420,420.0,1624.6286169708308
421,421.0,4198.959417539891
422,422.0,2127.563048933855
423,423.0,3081.707070795968
424,424.0,3876.545910779016
425,425.0,4467.839902189707
426,426.0,2802.769762740634
427,427.0,2616.2886517280003
428,428.0,2474.275050136859
429,429.0,2844.1529726613358
430,430.0,3917.318045916062
431,431.0,901.2777600617089
432,432.0,2619.7662828898706
433,433.0,3670.195426108582
434,434.0,3655.3495680026685
435,435.0,1194.7066760346568
436,436.0,3954.992426313079
437,437.0,2991.014770692937
438,438.0,2003.784162443557
439,439.0,1882.2588631115716
440,440.0,2321.9541393706613
441,441.0,2655.8155751383015
442,442.0,4004.4388948858855
443,443.0,2040.530347227379
444,444.0,1700.5709193597513
445,445.0,2040.5799740610225
446,446.0,2672.7925770396
447,447.0,914.0291164451078
448,448.0,4275.311544692511
449,449.0,3042.5777529806383
450,450.0,3671.575852143305
451,451.0,3583.4469022840244
452,452.0,3168.197536593435
453,453.0,2701.161588863271
454,454.0,1708.0349491148734
455,455.0,2640.4090476375954
456,456.0,2950.823806036838
457,457.0,3588.2173631509836
458,458.0,4028.1499786482655
459,459.0,4282.020592635363
460,460.0,2109.1684781790896
461,461.0,3016.9474295810865
462,462.0,3451.606582843127
463,463.0,3154.537461548017
464,464.0,4398.217467101628
465,465.0,2851.674698580957
466,466.0,4449.838022096274
467,467.0,2864.7080782260236
468,468.0,2669.593777312019
469,469.0,1719.9437185536558
470,470.0,3957.892106146941
471,471.0,4513.86913985709
472,472.0,3991.3591814670262
473,473.0,2913.8104095284853
474,474.0,3936.699524423151
475,475.0,2481.444296900973
476,476.0,4403.918507384962
477,477.0,1357.0658259654006
478,478.0,2837.7544358724786
479,479.0,1664.7074365899189
480,480.0,2767.72772934898
481,481.0,2088.5576013442505
482,482.0,3096.923247722814
483,483.0,3873.879093789092
484,484.0,3232.642081969549
485,485.0,3628.7968273279557
486,486.0,3023.0176471402456
487,487.0,4245.441336046242
488,488.0,4366.748197975216
489,489.0,1896.0778437658876
490,490.0,4296.5338828657195
491,491.0,4165.7631262318655
492,492.0,4337.412335149043
493,493.0,3609.0477016355276
494,494.0,2015.082518705707
495,495.0,4167.763718124923
496,496.0,3057.723600631683
497,497.0,3635.2829920059976
498,498.0,1068.0945013823316
499,499.0,4104.304987652534
500,500.0,4229.4511854123075
501,501.0,5516.319993348014
502,502.0,4655.502556295608
503,503.0,3230.9648039741533
504,504.0,5046.104702791816
505,505.0,2006.785703566921
506,506.0,7251.53967348964
507,507.0,6475.873893432425
508,508.0,4237.819563694863
509,509.0,2535.4318324582696
510,510.0,3560.262205761015
511,511.0,4139.638940374636
512,512.0,3793.4237434172796
513,513.0,4153.248001189763
514,514.0,4515.985680751875
515,515.0,2958.726045156838
516,516.0,3593.5622804363043
517,517.0,3384.4014749953285
518,518.0,3688.219047466831
519,519.0,4173.3960571318385
520,520.0,1579.2152168633963
521,521.0,3610.6333160584936
522,522.0,5255.974165676484
523,523.0,3111.934365140958
524,524.0,2581.6165432381617
525,525.0,2847.3354452007734
526,526.0,4242.132047991698
527,527.0,1744.2960809238432
528,528.0,3765.3028529547773
529,529.0,337.74461802195447
530,530.0,5077.984831579529
531,531.0,3491.4843408514525
532,532.0,4933.3901991926505
533,533.0,3015.8046642832433
534,534.0,3856.5934759411784
535,535.0,5988.818311321281
536,536.0,2583.56487904453
537,537.0,4543.806879171225
538,538.0,1386.4891762994757
539,539.0,1028.9324110005623
540,540.0,4310.321362157944
541,541.0,3669.3745742027004
542,542.0,3137.073315543151
543,543.0,3631.652712528519
544,544.0,3130.539676280619
545,545.0,3957.076825208272
546,546.0,4435.04099754421
547,547.0,4656.508848486463
548,548.0,3692.600206923098
549,549.0,4501.5061540197785
550,550.0,4376.159695794799
551,551.0,4088.2581922491095
552,552.0,3190.936806512107
553,553.0,956.4623373220734
554,554.0,3523.13091776078
555,555.0,3487.8311093008983
556,556.0,2127.1860584718147
557,557.0,4526.326149685221
558,558.0,3754.866884184724
559,559.0,2400.188115581547
560,560.0,4621.459172821806
561,561.0,4553.394980400156
562,562.0,4945.752513690748
563,563.0,2610.0682664964297
564,564.0,4320.446097504558
565,565.0,2946.0394482910247
566,566.0,920.6311201344715
567,567.0,3273.794363887334
568,568.0,3487.9110092898477
569,569.0,5997.975910834502
570,570.0,4151.102456072836
571,571.0,5277.10142087605
572,572.0,3398.5127574561757
573,573.0,4753.974485130321
574,574.0,2722.371716342871
575,575.0,4970.6338926315575
576,576.0,2636.0325683481933
577,577.0,5224.57256153284
578,578.0,3787.142332916112
579,579.0,3187.750876262682
580,580.0,2874.927959302635
581,581.0,4767.316013718465
582,582.0,2983.32077233198
583,583.0,4197.131121426363
584,584.0,3383.4076272173907
585,585.0,4088.541786055399
586,586.0,3946.27237342327
587,587.0,3304.867748440575
588,588.0,2938.9841933211796
589,589.0,2637.6014684733555
590,590.0,4403.226246796478
591,591.0,4111.631986020566
592,592.0,5806.108160310613
593,593.0,4116.167578488634
594,594.0,2218.0061493173503
595,595.0,5437.504052894355
596,596.0,2854.821305591743
597,597.0,4749.7021537026985
598,598.0,3540.972196252391
599,599.0,4803.681465243713
600,600.0,3841.3791651756173
601,601.0,3026.7192822699585
602,602.0,3099.8778889278196
603,603.0,3099.2293995626414
604,604.0,3322.678749145496
605,605.0,6122.3861372867295
606,606.0,4199.6612935062585
607,607.0,4272.113863830061
608,608.0,5347.754904478906
609,609.0,3080.225465288473
610,610.0,3358.0621897516075
611,611.0,3449.1078869547887
612,612.0,3318.2785616763067
613,613.0,5845.231183193478
614,614.0,3671.046140567603
615,615.0,2883.979671714073
616,616.0,3838.8135536029845
617,617.0,3477.160729157185
618,618.0,3052.2023350642553
619,619.0,4715.556912722111
620,620.0,2212.859717704519
621,621.0,4428.0312236504415
622,622.0,5709.5536595031535
623,623.0,6574.57306723396
624,624.0,5740.408370983244
625,625.0,3988.217177275569
626,626.0,4088.69373836189
627,627.0,5339.501667468376
628,628.0,5220.793542290427
629,629.0,3304.279305161704
630,630.0,1995.1410669114011
631,631.0,3768.3696863578252
632,632.0,5866.00763578731
633,633.0,4168.600232951455
634,634.0,2856.6672846786378
635,635.0,3477.9016972873033
636,636.0,4963.230770299009
637,637.0,4744.213464648404
638,638.0,4005.5481912290365
639,639.0,4469.492755513511
640,640.0,3952.416467907089
641,641.0,4155.787692464497
642,642.0,2855.75407214194
643,643.0,2988.7834996385072
644,644.0,3607.297577401033
645,645.0,3718.7158898902385
646,646.0,3259.357727620715
647,647.0,4883.754029722888
648,648.0,4884.17244527671
649,649.0,5550.523938516768
650,650.0,4281.559660294803
651,651.0,3671.7121488895145
652,652.0,3424.823947409765
653,653.0,2109.8800377538987
654,654.0,4598.7901008302
655,655.0,3126.8423059812017
656,656.0,5362.29686489873
657,657.0,4923.643515155897
658,658.0,5002.026126315127
659,659.0,5549.881190920225
660,660.0,4316.3260374323745
661,661.0,4373.933882847439
662,662.0,3596.284007526173
663,663.0,3692.5543957074265
664,664.0,3969.634685438462
665,665.0,4983.447846234532
666,666.0,4201.016319635534
667,667.0,4825.3051834614325
668,668.0,4702.824119090663
669,669.0,4113.501009898558
670,670.0,7139.818989283102
671,671.0,4632.39024202743
672,672.0,5315.8978673990905
673,673.0,2446.046276215044
674,674.0,4190.79192060827
675,675.0,4811.348994546263
676,676.0,5445.328258674904
677,677.0,3653.904802768516
678,678.0,5208.893215100046
679,679.0,3004.6225889585767
680,680.0,4003.5255744537194
681,681.0,4356.701219756442
682,682.0,6412.670935183092
683,683.0,4567.464232077787
684,684.0,6130.449561568332
685,685.0,2407.7461967420177
686,686.0,3694.34635922079
687,687.0,4819.365919096204
688,688.0,3647.2843375527227
689,689.0,5629.189771868408
690,690.0,3614.1887792540124
691,691.0,5538.1528629328795
692,692.0,3726.8106773840836
693,693.0,4196.131676984894
694,694.0,5693.917495282252
695,695.0,3904.374910715339
696,696.0,5091.018248278103
697,697.0,4739.74430233107
698,698.0,4592.004594498359
699,699.0,6641.1300889028125
700,700.0,5261.3433816499355
701,701.0,4598.462025618156
702,702.0,4776.050961834527
703,703.0,3551.8980532717233
704,704.0,5047.226156527218
705,705.0,5294.233420564419
706,706.0,5635.19225838742
707,707.0,6617.442870637792
708,708.0,5177.613275134066
709,709.0,3562.9157451398087
710,710.0,4986.612131141006
711,711.0,4197.783429684125
712,712.0,4041.539290263234
713,713.0,4068.7584144833118
714,714.0,4844.07216122626
715,715.0,3970.401128366669
716,716.0,5107.235852578689
717,717.0,2973.426264712562
718,718.0,1921.7595946348602
719,719.0,4662.108679889287
720,720.0,3295.7981769040493
721,721.0,4256.1537330082065
722,722.0,2934.8944631535214
723,723.0,2838.557383237759
724,724.0,5093.095983029643
725,725.0,4352.447114847745
726,726.0,4819.338296204069
727,727.0,4839.272949811092
728,728.0,4153.693094285063
729,729.0,6406.062069926176
730,730.0,5255.425416345379
731,731.0,7478.077679031155
732,732.0,6495.121242472858
733,733.0,5602.177616154882
734,734.0,4902.987652895386
735,735.0,4338.3179320809295
736,736.0,4204.433719775162
737,737.0,5075.682811443617
738,738.0,5919.553563249305
739,739.0,3896.3205572781253
740,740.0,4932.794473716203
741,741.0,3715.822485891901
742,742.0,5081.39762229931
743,743.0,5523.757333186917
744,744.0,5979.418850802641
745,745.0,5282.112986198134
746,746.0,4365.630181358739
747,747.0,4629.797197440833
748,748.0,5031.322868340649
749,749.0,4812.112047543851
750,750.0,5349.84427129437
751,751.0,5268.619369216491
752,752.0,6056.752288747201
753,753.0,3683.156758176984
754,754.0,5331.731054090893
755,755.0,4106.6841161772045
756,756.0,4808.087379202348
757,757.0,3747.8090172687116
758,758.0,5119.30765585465
759,759.0,3636.0593260888572
760,760.0,4267.798262500076
761,761.0,7394.293645810989
762,762.0,5736.687678446169
763,763.0,6068.205243509305
764,764.0,4292.57226138996
765,765.0,6289.366370872294
766,766.0,4824.07489450773
767,767.0,4602.908977179953
768,768.0,5689.432755366913
769,769.0,5296.395056467327
770,770.0,6400.662413136239
771,771.0,3883.526139586142
772,772.0,4395.365820486375
773,773.0,4716.327873614756
774,774.0,5286.140343318409
775,775.0,4737.669601723983
776,776.0,5123.233683944244
777,777.0,4891.014686384466
778,778.0,6135.543645757819
779,779.0,4661.522657280233
780,780.0,4819.287990791828
781,781.0,5304.225708235848
782,782.0,5143.880879639051
783,783.0,5488.7598608745675
784,784.0,3988.704005840564
785,785.0,5354.471244289148
786,786.0,5100.246982369481
787,787.0,4390.6021058041715
788,788.0,3637.392035377734
789,789.0,5459.497519132924
790,790.0,5158.541303668968
791,791.0,5231.605882254702
792,792.0,4923.580094510709
793,793.0,6661.450271944199
794,794.0,4241.94142878481
795,795.0,5266.8212032949305
796,796.0,4833.039513992089
797,797.0,3292.394236950627
798,798.0,5437.257980752205
799,799.0,4027.254382203761
800,800.0,6119.77688792742
801,801.0,6194.389201504633
802,802.0,5756.473222000313
803,803.0,5907.723651953723
804,804.0,4937.486704882919
805,805.0,6084.492786751323
806,806.0,6320.346951527924
807,807.0,6530.016101678588
808,808.0,6680.544836330539
809,809.0,3967.594402470668
810,810.0,5751.686938918735
811,811.0,3000.073300585996
812,812.0,6417.173710930065
813,813.0,4808.018873250129
814,814.0,5750.032563571779
815,815.0,4999.918737984082
816,816.0,5857.333640203254
817,817.0,6149.796442533343
818,818.0,4393.024046985092
819,819.0,4963.696579801337
820,820.0,5192.99715407063
821,821.0,6274.918433376394
822,822.0,5275.04903013172
823,823.0,5339.717074826158
824,824.0,7812.835291333243
825,825.0,3001.9524891153137
826,826.0,6105.353554096263
827,827.0,5617.852550894381
828,828.0,6299.324186723776
829,829.0,6472.356643111283
830,830.0,6816.631562627302
831,831.0,4686.37139876133
832,832.0,6753.409480746336
833,833.0,6064.196208457259
834,834.0,5001.232565933877
835,835.0,6460.068918498102
836,836.0,4131.942873754231
837,837.0,6263.610198364572
838,838.0,5466.310034721335
839,839.0,6967.93688312126
840,840.0,4971.915937537065
841,841.0,5229.034206895391
842,842.0,5306.219517610313
843,843.0,5254.881314614351
844,844.0,4199.958153713333
845,845.0,5653.99340783205
846,846.0,4905.027024325364
847,847.0,6520.472490322497
848,848.0,6476.879201417821
849,849.0,4374.072274661354
850,850.0,5711.553036557871
851,851.0,5858.330027713338
852,852.0,4925.404969588158
853,853.0,7086.605219134522
854,854.0,5729.208795533566
855,855.0,6185.0942043599725
856,856.0,5332.2213100686795
857,857.0,6429.419489326811
858,858.0,8635.969251775838
859,859.0,5170.511224860065
860,860.0,6130.625407175966
861,861.0,6095.209501388787
862,862.0,6361.204264673597
863,863.0,5777.04251379998
864,864.0,4068.5485661926405
865,865.0,4773.362745232982
866,866.0,6340.527593748787
867,867.0,4162.274805175643
868,868.0,6487.947309064146
869,869.0,6106.022303503734
870,870.0,6235.117512664443
871,871.0,6434.2915146735195
872,872.0,5800.905077854775
873,873.0,6497.846443082144
874,874.0,4731.740850107108
875,875.0,6090.414420732769
876,876.0,5978.310950209387
877,877.0,4877.953215956419
878,878.0,5699.8183554571315
879,879.0,7890.651517768733
880,880.0,6471.956751597232
881,881.0,4537.383798929288
882,882.0,4755.079953873841
883,883.0,6985.326229792554
884,884.0,4271.20320076353
885,885.0,7410.03538228764
886,886.0,5006.739057865763
887,887.0,6076.720917253825
888,888.0,5921.971302429074
889,889.0,5872.016260174266
890,890.0,6584.159470776279
891,891.0,8858.851795392276
892,892.0,7739.6211003609
893,893.0,7077.830907529066
894,894.0,3779.7393926088075
895,895.0,5975.9192381013945
896,896.0,7243.853512687384
897,897.0,5557.107933859067
898,898.0,8144.745399513117
899,899.0,6267.442284588199
900,900.0,5974.75608735983
901,901.0,5166.100080052526
902,902.0,5924.0142997355715
903,903.0,6965.296562313309
904,904.0,5952.735885257214
905,905.0,5339.429165395221
906,906.0,7669.362901280418
907,907.0,7068.047027340416
908,908.0,5598.888983083538
909,909.0,6723.394805630235
910,910.0,5647.000301568901
911,911.0,6716.199591429933
912,912.0,5261.551049341514
913,913.0,6065.95037068486
914,914.0,7217.994627341478
915,915.0,4287.558385446164
916,916.0,5728.166178386007
917,917.0,5731.833970488355
918,918.0,4852.243410780256
919,919.0,5024.60102546
920,920.0,4369.762421831801
921,921.0,5512.543056509809
922,922.0,8730.085698773702
923,923.0,4549.824375862847
924,924.0,6200.517661817301
925,925.0,6742.612651274195
926,926.0,6075.49996160968
927,927.0,5835.563701543286
928,928.0,8161.622804667864
929,929.0,5185.825628908833
930,930.0,5948.806220671631
931,931.0,5642.177374207879
932,932.0,5865.459621953978
933,933.0,5268.519188425065
934,934.0,4896.723427989089
935,935.0,5444.366575998197
936,936.0,4593.213184450142
937,937.0,5365.080060829559
938,938.0,6831.627932269835
939,939.0,7819.562600548261
940,940.0,7498.8173477959235
941,941.0,5085.594702603377
942,942.0,4291.036469979272
943,943.0,6375.21174766609
944,944.0,5791.909637576861
945,945.0,6442.042535272931
946,946.0,6956.752185392757
947,947.0,7253.365440401044
948,948.0,8007.58564139881
949,949.0,5518.880312400078
950,950.0,6304.994678646022
951,951.0,6864.153601890119
952,952.0,7086.335427805299
953,953.0,5316.76443241209
954,954.0,6808.958648413379
955,955.0,6056.874725962676
956,956.0,7648.789818212119
957,957.0,6518.7290178161875
958,958.0,4280.1483855964525
959,959.0,5745.049858318491
960,960.0,5254.601972409368
961,961.0,7623.102161817298
962,962.0,5382.744741837887
963,963.0,5712.454077685157
964,964.0,5576.274750487283
965,965.0,5973.0816648572045
966,966.0,7002.987687628702
967,967.0,6180.548605113098
968,968.0,6844.644388926591
969,969.0,7823.832113143651
970,970.0,6740.474256951703
